sgRNA_TF	WMW_pValue	sgRNA	TF	WMW_qValue	WMW_logFDR	diff_med	Diff	sign_WMW_logFDR
sgCD4_sgGuide1__ELF5_334	0.20651296426181	sgCD4_sgGuide1	ELF5_334	0.341536757965795	0.466562548431564	0.082356217464871	non_significant	0.466562548431564
sgCD4_sgGuide1__ELK1_331	0.423664592786911	sgCD4_sgGuide1	ELK1_331	0.468052601789615	0.329705336277953	-0.017393186677271	non_significant	-0.329705336277953
sgCD4_sgGuide1__ELK3_327	0.377583969378722	sgCD4_sgGuide1	ELK3_327	0.447887348906433	0.348831204529462	0.033360794943461	non_significant	0.348831204529462
sgCD4_sgGuide1__ELK4_341	0.339840057123598	sgCD4_sgGuide1	ELK4_341	0.431621678390555	0.364896750808035	-0.00274897235703009	non_significant	-0.364896750808035
sgCD4_sgGuide1__EMX1_474	0.000180363757445889	sgCD4_sgGuide1	EMX1_474	0.00653818620741349	2.18454271488129	-0.157672891180747	non_significant	-2.18454271488129
sgCD4_sgGuide1__EMX2_525	0.000392901425529583	sgCD4_sgGuide1	EMX2_525	0.00907008778235817	2.04238850971948	-0.260780588432433	significant	-2.04238850971948
sgCD4_sgGuide1__EN1_500	0.00285543289111378	sgCD4_sgGuide1	EN1_500	0.0335706299360674	1.47404050935696	-0.143139930115687	non_significant	-1.47404050935696
sgCD4_sgGuide1__EN2_506	0.00694944491669457	sgCD4_sgGuide1	EN2_506	0.0521208368752093	1.28298861967918	-0.158877050997295	non_significant	-1.28298861967918
sgCD4_sgGuide1__ENO1_803	0.317047242334794	sgCD4_sgGuide1	ENO1_803	0.417925910350411	0.378900702861207	0.053458161870142	non_significant	0.378900702861207
sgCD4_sgGuide1__ENSG00000187728_92	0.495127936724787	sgCD4_sgGuide1	ENSG00000187728_92	0.496659430489653	0.303941313799953	-0.049959866454078	non_significant	-0.303941313799953
sgCD4_sgGuide1__ENSG00000215754_570	0.0117129636438988	sgCD4_sgGuide1	ENSG00000215754_570	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000217642_571	0.0117129636438988	sgCD4_sgGuide1	ENSG00000217642_571	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000224558_572	0.0117129636438988	sgCD4_sgGuide1	ENSG00000224558_572	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000225958_574	0.0117129636438988	sgCD4_sgGuide1	ENSG00000225958_574	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000226866_576	0.0117129636438988	sgCD4_sgGuide1	ENSG00000226866_576	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000227522_579	0.0117129636438988	sgCD4_sgGuide1	ENSG00000227522_579	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000228710_583	0.0117129636438988	sgCD4_sgGuide1	ENSG00000228710_583	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000229544_584	0.0200683188665822	sgCD4_sgGuide1	ENSG00000229544_584	0.0864328584847847	1.06332112388943	-0.09494220561734	non_significant	-1.06332112388943
sgCD4_sgGuide1__ENSG00000230380_586	0.0117129636438988	sgCD4_sgGuide1	ENSG00000230380_586	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000230776_587	0.0117129636438988	sgCD4_sgGuide1	ENSG00000230776_587	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000232923_590	0.0117129636438988	sgCD4_sgGuide1	ENSG00000232923_590	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000233294_591	0.0117129636438988	sgCD4_sgGuide1	ENSG00000233294_591	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000233361_592	0.0117129636438988	sgCD4_sgGuide1	ENSG00000233361_592	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000233698_593	0.0117129636438988	sgCD4_sgGuide1	ENSG00000233698_593	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000233794_594	0.0117129636438988	sgCD4_sgGuide1	ENSG00000233794_594	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000234254_595	0.057252036559181	sgCD4_sgGuide1	ENSG00000234254_595	0.166695024585668	0.778077362542938	0.0845724881507975	non_significant	0.778077362542938
sgCD4_sgGuide1__ENSG00000234550_596	0.0117129636438988	sgCD4_sgGuide1	ENSG00000234550_596	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000235187_346	0.193746004182952	sgCD4_sgGuide1	ENSG00000235187_346	0.33925735046428	0.469470733995437	-0.0147905309217781	non_significant	-0.469470733995437
sgCD4_sgGuide1__ENSG00000236207_598	0.0117129636438988	sgCD4_sgGuide1	ENSG00000236207_598	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000237516_601	0.0117129636438988	sgCD4_sgGuide1	ENSG00000237516_601	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000250096_734	0.174626339542426	sgCD4_sgGuide1	ENSG00000250096_734	0.319827839444788	0.495083735739799	-0.149310459296745	non_significant	-0.495083735739799
sgCD4_sgGuide1__ENSG00000250542_156	0.174430790036997	sgCD4_sgGuide1	ENSG00000250542_156	0.319827839444788	0.495083735739799	0.024652762356082	non_significant	0.495083735739799
sgCD4_sgGuide1__ENSG00000250589_602	0.0117129636438988	sgCD4_sgGuide1	ENSG00000250589_602	0.0625066785046973	1.20407357813138	0.119301016469887	non_significant	1.20407357813138
sgCD4_sgGuide1__ENSG00000250811_102	0.259851862444244	sgCD4_sgGuide1	ENSG00000250811_102	0.386446359532465	0.412910779561335	0.0621991626724599	non_significant	0.412910779561335
sgCD4_sgGuide1__EOMES_788	0.0357808035073529	sgCD4_sgGuide1	EOMES_788	0.124517196205588	0.904770667030245	0.130308692453716	non_significant	0.904770667030245
sgCD4_sgGuide1__EP300_804	0.136100474845682	sgCD4_sgGuide1	EP300_804	0.278751258339318	0.554783163446604	0.07391081774023	non_significant	0.554783163446604
sgCD4_sgGuide1__EPAS1_36	0.0642044086996011	sgCD4_sgGuide1	EPAS1_36	0.178459538557997	0.748460234301803	0.133745636693531	non_significant	0.748460234301803
sgCD4_sgGuide1__ERF_325	0.0769554277976963	sgCD4_sgGuide1	ERF_325	0.199009937411819	0.701125236879925	-0.128072624723592	non_significant	-0.701125236879925
sgCD4_sgGuide1__ERG_339	0.202264135238906	sgCD4_sgGuide1	ERG_339	0.341522813679898	0.466580280198078	0.00364638217719393	non_significant	0.466580280198078
sgCD4_sgGuide1__ESR1_661	0.0805594010708431	sgCD4_sgGuide1	ESR1_661	0.205532782790714	0.687118897634112	-0.066268048094974	non_significant	-0.687118897634112
sgCD4_sgGuide1__ESR2_678	0.0244721774889189	sgCD4_sgGuide1	ESR2_678	0.0950481893542831	1.02205615192777	-0.212016976861878	non_significant	-1.02205615192777
sgCD4_sgGuide1__ESRRA_691	0.383041367617202	sgCD4_sgGuide1	ESRRA_691	0.450259890788251	0.346536738325022	0.0234825743187871	non_significant	0.346536738325022
sgCD4_sgGuide1__ESRRB_669	0.385654317098588	sgCD4_sgGuide1	ESRRB_669	0.450361417282915	0.346438822816714	-0.123172816218922	non_significant	-0.346438822816714
sgCD4_sgGuide1__ESRRG_697	0.268155966974144	sgCD4_sgGuide1	ESRRG_697	0.39474736255077	0.403680762987745	-0.086910982655491	non_significant	-0.403680762987745
sgCD4_sgGuide1__ESX1_455	0.000586895833713404	sgCD4_sgGuide1	ESX1_455	0.0118744040774573	1.92538817642865	-0.19840992564982	non_significant	-1.92538817642865
sgCD4_sgGuide1__ETS1_332	0.476172961167126	sgCD4_sgGuide1	ETS1_332	0.49200769146722	0.308028107932514	0.0796895327374689	non_significant	0.308028107932514
sgCD4_sgGuide1__ETS2_340	0.164884849985142	sgCD4_sgGuide1	ETS2_340	0.309826823946164	0.508880984938669	0.083872906659217	non_significant	0.508880984938669
sgCD4_sgGuide1__ETV1_320	0.398208212485991	sgCD4_sgGuide1	ETV1_320	0.457650125314151	0.339466414383007	-0.018793023214721	non_significant	-0.339466414383007
sgCD4_sgGuide1__ETV2_324	0.114533364171465	sgCD4_sgGuide1	ETV2_324	0.252903621393843	0.597044951833521	-0.0203709625487699	non_significant	-0.597044951833521
sgCD4_sgGuide1__ETV3_328	0.335159767595814	sgCD4_sgGuide1	ETV3_328	0.428458519051343	0.368091217659408	0.0196601102734699	non_significant	0.368091217659408
sgCD4_sgGuide1__ETV4_345	0.231801127836808	sgCD4_sgGuide1	ETV4_345	0.370031158198208	0.431761704949727	-0.050119804369978	non_significant	-0.431761704949727
sgCD4_sgGuide1__ETV5_347	0.395529625794725	sgCD4_sgGuide1	ETV5_347	0.456986420240917	0.340096705186301	-0.027385300465059	non_significant	-0.340096705186301
sgCD4_sgGuide1__ETV6_335	0.0726769103838451	sgCD4_sgGuide1	ETV6_335	0.191602763739228	0.717598230810504	0.133395959522088	non_significant	0.717598230810504
sgCD4_sgGuide1__ETV7_321	0.458606848588481	sgCD4_sgGuide1	ETV7_321	0.482379310288538	0.31661132777548	-0.0641863559814579	non_significant	-0.31661132777548
sgCD4_sgGuide1__EVX1_419	0.0120218998175207	sgCD4_sgGuide1	EVX1_419	0.0633881990378363	1.1979915870676	-0.0889903830381895	non_significant	-1.1979915870676
sgCD4_sgGuide1__EVX2_534	0.023794658772736	sgCD4_sgGuide1	EVX2_534	0.094496693000783	1.02458338976208	-0.155042001211631	non_significant	-1.02458338976208
sgCD4_sgGuide1__FERD3L_58	0.30136436308828	sgCD4_sgGuide1	FERD3L_58	0.412398930848587	0.384682469303072	-0.0853038509949314	non_significant	-0.384682469303072
sgCD4_sgGuide1__FEV_343	0.259042866933723	sgCD4_sgGuide1	FEV_343	0.386446359532465	0.412910779561335	-0.0530026709351651	non_significant	-0.412910779561335
sgCD4_sgGuide1__FEZF1_204	0.0844574179630413	sgCD4_sgGuide1	FEZF1_204	0.210538549076922	0.676668374324183	-0.0726218456026697	non_significant	-0.676668374324183
sgCD4_sgGuide1__FEZF2_214	0.0844574179630413	sgCD4_sgGuide1	FEZF2_214	0.210538549076922	0.676668374324183	-0.0726218456026697	non_significant	-0.676668374324183
sgCD4_sgGuide1__FIGLA_88	0.349957743585512	sgCD4_sgGuide1	FIGLA_88	0.439975775895081	0.35657123416087	-0.0494089138359333	non_significant	-0.35657123416087
sgCD4_sgGuide1__FLI1_337	0.491014286485471	sgCD4_sgGuide1	FLI1_337	0.495775694453285	0.304714768458805	0.0284920567235589	non_significant	0.304714768458805
sgCD4_sgGuide1__FOS_137	0.0384647220629831	sgCD4_sgGuide1	FOS_137	0.12870887767229	0.890391496676675	-0.06297396342802	non_significant	-0.890391496676675
sgCD4_sgGuide1__FOSB_121	0.0128720920482341	sgCD4_sgGuide1	FOSB_121	0.0666590481069267	1.17614089236857	0.0613491119083802	non_significant	1.17614089236857
sgCD4_sgGuide1__FOSL1_142	0.0326140346783686	sgCD4_sgGuide1	FOSL1_142	0.117735311909463	0.929093261307832	0.10477265740162	non_significant	0.929093261307832
sgCD4_sgGuide1__FOSL2_105	0.0533715564172566	sgCD4_sgGuide1	FOSL2_105	0.160668699249181	0.794068722287123	-0.0401634713419998	non_significant	-0.794068722287123
sgCD4_sgGuide1__FOXA1_357	0.062812061235365	sgCD4_sgGuide1	FOXA1_357	0.176279010563766	0.753799395806221	-0.118552652664452	non_significant	-0.753799395806221
sgCD4_sgGuide1__FOXA2_355	0.000820089400283049	sgCD4_sgGuide1	FOXA2_355	0.0155103864836142	1.80937738041916	-0.171948439153411	non_significant	-1.80937738041916
sgCD4_sgGuide1__FOXA3_366	0.0601887482409505	sgCD4_sgGuide1	FOXA3_366	0.172250693979036	0.763839019692274	-0.107030221080656	non_significant	-0.763839019692274
sgCD4_sgGuide1__FOXB1_367	0.484694270714496	sgCD4_sgGuide1	FOXB1_367	0.493775193819217	0.306470731856572	-0.03231528353236	non_significant	-0.306470731856572
sgCD4_sgGuide1__FOXB2_380	0.224094038895189	sgCD4_sgGuide1	FOXB2_380	0.361710229756613	0.441639208506769	-0.078497845389425	non_significant	-0.441639208506769
sgCD4_sgGuide1__FOXC1_349	0.00278126886091938	sgCD4_sgGuide1	FOXC1_349	0.0335706299360674	1.47404050935696	-0.15025677922295	non_significant	-1.47404050935696
sgCD4_sgGuide1__FOXC2_370	0.0787577389522427	sgCD4_sgGuide1	FOXC2_370	0.201527155554268	0.695666424893814	-0.0991226283592839	non_significant	-0.695666424893814
sgCD4_sgGuide1__FOXD1_382	0.0178025801273813	sgCD4_sgGuide1	FOXD1_382	0.0832701328538801	1.07951074244317	-0.131274164211067	non_significant	-1.07951074244317
sgCD4_sgGuide1__FOXD2_374	0.00405371883962317	sgCD4_sgGuide1	FOXD2_374	0.0407051956107903	1.39035015389308	-0.194891643649307	non_significant	-1.39035015389308
sgCD4_sgGuide1__FOXD3_377	3.09562462703961e-06	sgCD4_sgGuide1	FOXD3_377	0.000602179580607734	3.22027397512638	-0.243199666159408	non_significant	-3.22027397512638
sgCD4_sgGuide1__FOXD4_830	0.00486388474573495	sgCD4_sgGuide1	FOXD4_830	0.0417086863581462	1.37977348832229	-0.20140057570645	non_significant	-1.37977348832229
sgCD4_sgGuide1__FOXD4L1_831	0.00486388474573495	sgCD4_sgGuide1	FOXD4L1_831	0.0417086863581462	1.37977348832229	-0.20140057570645	non_significant	-1.37977348832229
sgCD4_sgGuide1__FOXD4L2_857	0.0198845380063983	sgCD4_sgGuide1	FOXD4L2_857	0.0860674033112761	1.06516129967865	-0.09421792863011	non_significant	-1.06516129967865
sgCD4_sgGuide1__FOXD4L3_832	0.0198845380063983	sgCD4_sgGuide1	FOXD4L3_832	0.0860674033112761	1.06516129967865	-0.09421792863011	non_significant	-1.06516129967865
sgCD4_sgGuide1__FOXD4L4_856	0.0198845380063983	sgCD4_sgGuide1	FOXD4L4_856	0.0860674033112761	1.06516129967865	-0.09421792863011	non_significant	-1.06516129967865
sgCD4_sgGuide1__FOXD4L5_833	0.0198845380063983	sgCD4_sgGuide1	FOXD4L5_833	0.0860674033112761	1.06516129967865	-0.09421792863011	non_significant	-1.06516129967865
sgCD4_sgGuide1__FOXD4L6_834	0.0198845380063983	sgCD4_sgGuide1	FOXD4L6_834	0.0860674033112761	1.06516129967865	-0.09421792863011	non_significant	-1.06516129967865
sgCD4_sgGuide1__FOXE1_371	0.0055843417328525	sgCD4_sgGuide1	FOXE1_371	0.0462702600722064	1.33469805944528	-0.12802075625978	non_significant	-1.33469805944528
sgCD4_sgGuide1__FOXE3_376	0.0178025801273813	sgCD4_sgGuide1	FOXE3_376	0.0832701328538801	1.07951074244317	-0.131274164211067	non_significant	-1.07951074244317
sgCD4_sgGuide1__FOXF1_351	0.00121265124919832	sgCD4_sgGuide1	FOXF1_351	0.0195371590148619	1.70913858871716	-0.114906549254599	non_significant	-1.70913858871716
sgCD4_sgGuide1__FOXF2_359	0.00186282606831343	sgCD4_sgGuide1	FOXF2_359	0.026139656119882	1.58270013007682	-0.180135449816579	non_significant	-1.58270013007682
sgCD4_sgGuide1__FOXG1_368	0.0113850016238515	sgCD4_sgGuide1	FOXG1_368	0.0625066785046973	1.20407357813138	-0.20785721037664	non_significant	-1.20407357813138
sgCD4_sgGuide1__FOXH1_362	0.157271782204694	sgCD4_sgGuide1	FOXH1_362	0.299045473685293	0.524262766628825	-0.0142487710693916	non_significant	-0.524262766628825
sgCD4_sgGuide1__FOXI1_365	0.000973545898695831	sgCD4_sgGuide1	FOXI1_365	0.0171017489881523	1.76695947223583	-0.098930368149026	non_significant	-1.76695947223583
sgCD4_sgGuide1__FOXI2_375	0.000278360630492338	sgCD4_sgGuide1	FOXI2_375	0.00779638908407297	2.10810649525357	-0.206813481023565	non_significant	-2.10810649525357
sgCD4_sgGuide1__FOXJ1_853	0.00486388474573495	sgCD4_sgGuide1	FOXJ1_853	0.0417086863581462	1.37977348832229	-0.20140057570645	non_significant	-1.37977348832229
sgCD4_sgGuide1__FOXJ2_350	0.0011413670843545	sgCD4_sgGuide1	FOXJ2_350	0.019049613996714	1.72011382003012	-0.134777686709735	non_significant	-1.72011382003012
sgCD4_sgGuide1__FOXJ3_378	0.00276923258761716	sgCD4_sgGuide1	FOXJ3_378	0.0335706299360674	1.47404050935696	-0.193048906923677	non_significant	-1.47404050935696
sgCD4_sgGuide1__FOXK1_364	0.0042955177502023	sgCD4_sgGuide1	FOXK1_364	0.0407051956107903	1.39035015389308	-0.156195628783459	non_significant	-1.39035015389308
sgCD4_sgGuide1__FOXK2_360	0.0156476051176498	sgCD4_sgGuide1	FOXK2_360	0.0768766414593325	1.11420559812229	-0.174253189071135	non_significant	-1.11420559812229
sgCD4_sgGuide1__FOXL1_369	0.117117090474283	sgCD4_sgGuide1	FOXL1_369	0.256654581140116	0.590650979421466	-0.060822307957459	non_significant	-0.590650979421466
sgCD4_sgGuide1__FOXL2_855	0.00358764566635615	sgCD4_sgGuide1	FOXL2_855	0.0380640454845104	1.41948505634769	-0.174220589262904	non_significant	-1.41948505634769
sgCD4_sgGuide1__FOXM1_352	0.187488627246333	sgCD4_sgGuide1	FOXM1_352	0.333568723321696	0.476814677235709	0.000811535516131001	non_significant	0.476814677235709
sgCD4_sgGuide1__FOXN2_854	0.00358764566635615	sgCD4_sgGuide1	FOXN2_854	0.0380640454845104	1.41948505634769	-0.174220589262904	non_significant	-1.41948505634769
sgCD4_sgGuide1__FOXN3_829	0.00358764566635615	sgCD4_sgGuide1	FOXN3_829	0.0380640454845104	1.41948505634769	-0.174220589262904	non_significant	-1.41948505634769
sgCD4_sgGuide1__FOXO1_361	0.0113850016238515	sgCD4_sgGuide1	FOXO1_361	0.0625066785046973	1.20407357813138	-0.20785721037664	non_significant	-1.20407357813138
sgCD4_sgGuide1__FOXO3_354	0.0178025801273813	sgCD4_sgGuide1	FOXO3_354	0.0832701328538801	1.07951074244317	-0.131274164211067	non_significant	-1.07951074244317
sgCD4_sgGuide1__FOXO4_373	0.000782231989801876	sgCD4_sgGuide1	FOXO4_373	0.0151231518028363	1.82035768846883	-0.214203616822179	non_significant	-1.82035768846883
sgCD4_sgGuide1__FOXO6_379	0.270270622119324	sgCD4_sgGuide1	FOXO6_379	0.39479270566651	0.403630880110935	-0.0277509340015735	non_significant	-0.403630880110935
sgCD4_sgGuide1__FOXP1_353	0.00276923258761716	sgCD4_sgGuide1	FOXP1_353	0.0335706299360674	1.47404050935696	-0.193048906923677	non_significant	-1.47404050935696
sgCD4_sgGuide1__FOXP2_356	0.00282800340154962	sgCD4_sgGuide1	FOXP2_356	0.0335706299360674	1.47404050935696	-0.168221385787406	non_significant	-1.47404050935696
sgCD4_sgGuide1__FOXP3_348	0.0198845380063983	sgCD4_sgGuide1	FOXP3_348	0.0860674033112761	1.06516129967865	-0.09421792863011	non_significant	-1.06516129967865
sgCD4_sgGuide1__FOXP4_358	0.00276923258761716	sgCD4_sgGuide1	FOXP4_358	0.0335706299360674	1.47404050935696	-0.193048906923677	non_significant	-1.47404050935696
sgCD4_sgGuide1__FOXQ1_363	2.55590444566193e-05	sgCD4_sgGuide1	FOXQ1_363	0.0030071600271142	2.52184346014577	-0.154386779877807	non_significant	-2.52184346014577
sgCD4_sgGuide1__FOXS1_372	0.0042450657748621	sgCD4_sgGuide1	FOXS1_372	0.0407051956107903	1.39035015389308	-0.179046873328941	non_significant	-1.39035015389308
sgCD4_sgGuide1__FUBP1_809	0.00632806082837898	sgCD4_sgGuide1	FUBP1_809	0.0502177974697119	1.29914233916843	-0.097644957926507	non_significant	-1.29914233916843
sgCD4_sgGuide1__GABPA_338	0.323103885442224	sgCD4_sgGuide1	GABPA_338	0.419552806469754	0.377213369483407	0.046507140489621	non_significant	0.377213369483407
sgCD4_sgGuide1__GATA1_383	0.383497217326545	sgCD4_sgGuide1	GATA1_383	0.450259890788251	0.346536738325022	-0.0322292892454028	non_significant	-0.346536738325022
sgCD4_sgGuide1__GATA2_388	0.469044037225848	sgCD4_sgGuide1	GATA2_388	0.486374627397482	0.313029088892965	-0.0610642803603745	non_significant	-0.313029088892965
sgCD4_sgGuide1__GATA3_384	0.347628525806853	sgCD4_sgGuide1	GATA3_384	0.437679909481856	0.35884338804857	-0.0363821265961288	non_significant	-0.35884338804857
sgCD4_sgGuide1__GATA4_386	0.129162631007245	sgCD4_sgGuide1	GATA4_386	0.271272973465492	0.566593472215094	-0.0510398242337297	non_significant	-0.566593472215094
sgCD4_sgGuide1__GATA5_385	0.431245536888799	sgCD4_sgGuide1	GATA5_385	0.47038739025652	0.327544328971487	0.0174135879544526	non_significant	0.327544328971487
sgCD4_sgGuide1__GATA6_387	0.431330865566388	sgCD4_sgGuide1	GATA6_387	0.47038739025652	0.327544328971487	0.0395683026897604	non_significant	0.327544328971487
sgCD4_sgGuide1__GBX1_508	0.004489876920961	sgCD4_sgGuide1	GBX1_508	0.0411178202235375	1.38596991662907	-0.141459199403249	non_significant	-1.38596991662907
sgCD4_sgGuide1__GBX2_520	0.018811589098652	sgCD4_sgGuide1	GBX2_520	0.0849559232732124	1.07080633598044	-0.124407546026498	non_significant	-1.07080633598044
sgCD4_sgGuide1__GCM1_390	0.30451093005571	sgCD4_sgGuide1	GCM1_390	0.413298766222258	0.383735891170421	0.022752165007743	non_significant	0.383735891170421
sgCD4_sgGuide1__GCM2_389	0.060565611808235	sgCD4_sgGuide1	GCM2_389	0.172344547927426	0.763602450825722	-0.10929204774081	non_significant	-0.763602450825722
